Autor;Ano;Número Emenda;Tipo Emenda;Valor Empenhado;UF;Função;Subfunção;Localidade do Gasto;Data do Empenho
ALENCAR SANTANA FILHO;2023;20235089;Bancada;R$ 63,829,48;RS;Educação Infantil;Ensino Médio;RJ (UF);07/08/2023
JULIO CESAR RIBEIRO;2023;20233449;Individual;R$ 2,954,479,30;MG;Vigilância Epidemiológica;Educação Infantil;DF (UF);28/06/2023
JULIO CESAR RIBEIRO;2023;20232761;Comissão;R$ 1,005,101,20;SC;Ensino Médio;Segurança Pública;DF (UF);16/06/2023
EDUARDO BARBOSA;2023;20232023;Bancada;R$ 3,659,986,69;RJ;Infraestrutura Urbana;Educação Infantil;BA (UF);13/06/2023
DEPUTADO CARLOS ZARATTINI;2023;20234505;Bancada;R$ 4,778,353,62;SP;Educação Infantil;Ensino Fundamental;PR (UF);18/06/2023
EDUARDO BARBOSA;2023;20231979;Bancada;R$ 4,251,072,41;BA;Atenção Básica à Saúde;Infraestrutura Urbana;BA (UF);13/06/2023
GUILHERME MUSSI;2023;20239203;Comissão;R$ 1,121,494,00;SP;Assistência Hospitalar e Ambulatorial;Segurança Pública;PE (UF);15/07/2023
CARLOS ZARATTINI;2023;20232287;Individual;R$ 3,774,829,26;RS;Ensino Fundamental;Saneamento Básico;GO (UF);13/10/2023
EDUARDO BARBOSA;2023;20238590;Individual;R$ 431,325,73;PR;Atenção Básica à Saúde;Vigilância Epidemiológica;GO (UF);17/07/2023
HERCÍLIO DINIZ;2023;20234805;Bancada;R$ 3,531,632,25;PE;Educação Infantil;Ensino Fundamental;RJ (UF);06/03/2023
EDUARDO BARBOSA;2023;20238896;Comissão;R$ 3,107,281,11;GO;Vigilância Epidemiológica;Atenção Básica à Saúde;BA (UF);17/09/2023
FELIPE BORNIER;2023;20237219;Comissão;R$ 703,582,39;SP;Educação Infantil;Ensino Fundamental;RJ (UF);25/02/2023
GUILHERME MUSSI;2023;20239714;Individual;R$ 1,156,842,95;DF;Educação Infantil;Ensino Superior;MG (UF);15/12/2023
DANIEL ALMEIDA;2023;20238065;Comissão;R$ 4,180,649,07;SP;Atenção Básica à Saúde;Ensino Médio;DF (UF);26/06/2023
JULIO CESAR RIBEIRO;2023;20236420;Individual;R$ 3,898,759,79;DF;Infraestrutura Urbana;Saneamento Básico;DF (UF);09/09/2023
ALENCAR SANTANA;2023;20239426;Individual;R$ 1,684,506,49;RS;Infraestrutura Urbana;Ensino Superior;RJ (UF);09/06/2023
DEPUTADO ALENCAR SANTANA;2023;20235443;Individual;R$ 3,580,499,24;PR;Vigilância Epidemiológica;Educação Infantil;PE (UF);28/06/2023
GUILHERME MUSSI;2023;20231100;Individual;R$ 2,027,260,09;SP;Infraestrutura Urbana;Ensino Superior;GO (UF);11/04/2023
CARLOS ZARATTINI;2023;20237295;Individual;R$ 3,582,647,34;PE;Vigilância Epidemiológica;Assistência Hospitalar e Ambulatorial;SP (UF);12/03/2023
ELICORRÊA;2023;20236921;Comissão;R$ 2,879,923,84;RS;Segurança Pública;Educação Infantil;SP (UF);26/12/2023
EDUARDO BARBOSA;2023;20232353;Individual;R$ 4,628,652,14;PR;Educação Infantil;Assistência Hospitalar e Ambulatorial;SC (UF);27/06/2023
HERCÍLIO DINIZ;2023;20236082;Bancada;R$ 240,812,21;PR;Saneamento Básico;Vigilância Epidemiológica;GO (UF);18/05/2023
DANIEL ALMEIDA;2023;20231636;Individual;R$ 3,887,529,38;PR;Educação Infantil;Assistência Hospitalar e Ambulatorial;PE (UF);21/04/2023
DEPUTADO BACELAR;2023;20239883;Individual;R$ 1,198,315,39;GO;Atenção Básica à Saúde;Infraestrutura Urbana;RJ (UF);05/05/2023
DEPUTADO CARLOS ZARATTINI;2023;20238244;Individual;R$ 4,956,258,67;PR;Ensino Fundamental;Assistência Hospitalar e Ambulatorial;RJ (UF);19/09/2023
DANIEL ALMEIDA FILHO;2023;20231222;Individual;R$ 329,510,90;MG;Assistência Hospitalar e Ambulatorial;Ensino Médio;RJ (UF);04/08/2023
ELICORRÊA;2023;20232859;Comissão;R$ 2,499,594,42;PE;Atenção Básica à Saúde;Assistência Hospitalar e Ambulatorial;RJ (UF);23/06/2023
CARLOS ZARATTINI;2023;20231314;Individual;R$ 2,047,038,90;SC;Ensino Superior;Assistência Hospitalar e Ambulatorial;SP (UF);16/12/2023
DANIEL ALMEIDA;2023;20236034;Bancada;R$ 4,780,313,74;DF;Ensino Médio;Ensino Fundamental;GO (UF);05/09/2023
DANIEL ALMEIDA;2023;20232116;Bancada;R$ 3,515,520,60;PE;Ensino Fundamental;Segurança Pública;PR (UF);11/03/2023
DANIEL ALMEIDA;2023;20232962;Bancada;R$ 1,364,524,20;BA;Saneamento Básico;Saneamento Básico;PE (UF);22/03/2023
EDUARDO BARBOSA;2023;20236161;Bancada;R$ 2,225,286,28;DF;Atenção Básica à Saúde;Educação Infantil;BA (UF);17/03/2023
ELICORRÊA FILHO;2023;20238189;Individual;R$ 749,799,34;BA;Atenção Básica à Saúde;Assistência Hospitalar e Ambulatorial;BA (UF);20/09/2023
EDUARDO BARBOSA FILHO;2023;20234654;Bancada;R$ 376,262,72;SP;Assistência Hospitalar e Ambulatorial;Assistência Hospitalar e Ambulatorial;SC (UF);16/02/2023
HERCÍLIO DINIZ;2023;20239983;Comissão;R$ 1,575,701,80;RJ;Atenção Básica à Saúde;Segurança Pública;PE (UF);05/03/2023
DANIEL ALMEIDA;2023;20232024;Bancada;R$ 2,007,993,09;RS;Ensino Superior;Infraestrutura Urbana;SP (UF);16/07/2023
EDUARDO BARBOSA;2023;20235590;Comissão;R$ 3,787,952,24;DF;Ensino Superior;Educação Infantil;PE (UF);28/02/2023
DEPUTADO ALENCAR SANTANA;2023;20237277;Comissão;R$ 668,923,18;PE;Atenção Básica à Saúde;Assistência Hospitalar e Ambulatorial;MG (UF);05/11/2023
ELICORRÊA;2023;20234440;Bancada;R$ 3,519,399,78;RJ;Infraestrutura Urbana;Segurança Pública;DF (UF);19/06/2023
HERCÍLIO DINIZ;2023;20233492;Comissão;R$ 4,488,754,70;MG;Ensino Fundamental;Ensino Médio;MG (UF);15/06/2023
DEPUTADO JULIO CESAR RIBEIRO;2023;20235065;Individual;R$ 3,144,737,26;GO;Vigilância Epidemiológica;Ensino Médio;MG (UF);07/08/2023
GUILHERME MUSSI;2023;20234634;Individual;R$ 30,806,18;SC;Atenção Básica à Saúde;Ensino Fundamental;MG (UF);22/05/2023
FELIPE BORNIER;2023;20238824;Bancada;R$ 4,117,758,28;RS;Educação Infantil;Ensino Fundamental;MG (UF);17/11/2023
JULIO CESAR RIBEIRO;2023;20232984;Comissão;R$ 2,674,444,38;PR;Atenção Básica à Saúde;Ensino Fundamental;RJ (UF);03/05/2023
GUILHERME MUSSI;2023;20238665;Individual;R$ 3,452,023,46;GO;Saneamento Básico;Educação Infantil;PR (UF);06/12/2023
FELIPE BORNIER FILHO;2023;20234523;Bancada;R$ 4,249,478,09;GO;Segurança Pública;Ensino Fundamental;SC (UF);09/07/2023
CARLOS ZARATTINI FILHO;2023;20233791;Comissão;R$ 4,502,232,35;DF;Segurança Pública;Ensino Médio;RS (UF);24/12/2023
FELIPE BORNIER;2023;20236992;Comissão;R$ 3,962,203,40;RJ;Ensino Fundamental;Segurança Pública;SP (UF);07/10/2023
JULIO CESAR RIBEIRO;2023;20235526;Comissão;R$ 2,338,410,49;BA;Infraestrutura Urbana;Atenção Básica à Saúde;MG (UF);07/11/2023
DEPUTADO DANIEL ALMEIDA;2023;20233561;Comissão;R$ 1,464,708,77;SC;Atenção Básica à Saúde;Segurança Pública;BA (UF);11/04/2023
EDUARDO BARBOSA;2023;20232861;Comissão;R$ 3,758,930,85;DF;Saneamento Básico;Assistência Hospitalar e Ambulatorial;RS (UF);26/09/2023
GUILHERME MUSSI;2023;20231562;Individual;R$ 377,371,62;GO;Ensino Médio;Educação Infantil;PR (UF);04/10/2023
ALENCAR SANTANA;2023;20235598;Comissão;R$ 4,770,671,00;PE;Infraestrutura Urbana;Saneamento Básico;RS (UF);26/02/2023
ALENCAR SANTANA FILHO;2023;20239983;Bancada;R$ 1,183,126,37;DF;Vigilância Epidemiológica;Saneamento Básico;PR (UF);24/02/2023
HERCÍLIO DINIZ;2023;20236976;Individual;R$ 3,655,609,49;PR;Vigilância Epidemiológica;Saneamento Básico;GO (UF);05/02/2023
DANIEL ALMEIDA;2023;20232360;Comissão;R$ 1,493,035,78;RJ;Infraestrutura Urbana;Vigilância Epidemiológica;DF (UF);18/11/2023
CARLOS ZARATTINI FILHO;2023;20237282;Comissão;R$ 4,837,092,58;BA;Educação Infantil;Assistência Hospitalar e Ambulatorial;PE (UF);22/01/2023
ALENCAR SANTANA;2023;20239241;Comissão;R$ 622,125,12;PR;Saneamento Básico;Ensino Superior;RJ (UF);05/10/2023
JULIO CESAR RIBEIRO;2023;20234079;Bancada;R$ 2,021,945,39;BA;Ensino Superior;Ensino Médio;MG (UF);07/06/2023
ALENCAR SANTANA;2023;20236418;Comissão;R$ 2,032,493,78;PR;Ensino Médio;Saneamento Básico;PR (UF);08/05/2023
ALENCAR SANTANA;2023;20236566;Individual;R$ 3,844,690,58;PR;Ensino Médio;Educação Infantil;PR (UF);12/03/2023
DEPUTADO GUILHERME MUSSI;2023;20233192;Individual;R$ 4,298,226,29;SP;Educação Infantil;Segurança Pública;BA (UF);23/06/2023
HERCÍLIO DINIZ;2023;20233638;Comissão;R$ 1,831,073,66;GO;Segurança Pública;Ensino Superior;SC (UF);26/01/2023
BACELAR;2023;20239785;Bancada;R$ 1,423,140,47;SP;Saneamento Básico;Ensino Médio;BA (UF);28/03/2023
HERCÍLIO DINIZ;2023;20231882;Comissão;R$ 4,486,201,55;SP;Atenção Básica à Saúde;Vigilância Epidemiológica;RJ (UF);06/05/2023
DANIEL ALMEIDA;2023;20237249;Comissão;R$ 3,256,403,28;BA;Segurança Pública;Ensino Superior;BA (UF);15/01/2023
DEPUTADO HERCÍLIO DINIZ;2023;20239653;Individual;R$ 3,018,723,58;PR;Vigilância Epidemiológica;Ensino Fundamental;DF (UF);09/06/2023
DEPUTADO HERCÍLIO DINIZ;2023;20233374;Individual;R$ 3,513,526,63;PR;Atenção Básica à Saúde;Atenção Básica à Saúde;MG (UF);22/07/2023
EDUARDO BARBOSA;2023;20237206;Comissão;R$ 2,150,517,55;BA;Vigilância Epidemiológica;Educação Infantil;PE (UF);19/05/2023
DEPUTADO GUILHERME MUSSI;2023;20232087;Individual;R$ 4,609,774,98;PE;Ensino Médio;Educação Infantil;SP (UF);03/09/2023
BACELAR;2023;20239156;Comissão;R$ 1,479,343,82;DF;Educação Infantil;Ensino Médio;RS (UF);16/08/2023
JULIO CESAR RIBEIRO FILHO;2023;20239427;Individual;R$ 4,612,936,69;SP;Ensino Fundamental;Vigilância Epidemiológica;MG (UF);03/04/2023
ELICORRÊA;2023;20234804;Comissão;R$ 1,128,768,68;PR;Assistência Hospitalar e Ambulatorial;Atenção Básica à Saúde;PR (UF);19/07/2023
GUILHERME MUSSI;2023;20235898;Individual;R$ 1,109,275,59;PE;Segurança Pública;Ensino Médio;BA (UF);20/09/2023
ALENCAR SANTANA;2023;20238915;Comissão;R$ 4,979,361,68;RJ;Atenção Básica à Saúde;Ensino Superior;RS (UF);04/09/2023
DEPUTADO JULIO CESAR RIBEIRO;2023;20238721;Individual;R$ 4,754,488,61;SC;Ensino Fundamental;Atenção Básica à Saúde;RS (UF);10/04/2023
EDUARDO BARBOSA;2023;20233353;Individual;R$ 4,768,453,38;PE;Atenção Básica à Saúde;Atenção Básica à Saúde;BA (UF);13/05/2023
JULIO CESAR RIBEIRO;2023;20236860;Comissão;R$ 1,406,343,45;MG;Saneamento Básico;Educação Infantil;SP (UF);20/07/2023
CARLOS ZARATTINI;2023;20238317;Bancada;R$ 3,113,424,71;GO;Infraestrutura Urbana;Ensino Médio;PR (UF);13/10/2023
HERCÍLIO DINIZ;2023;20239722;Comissão;R$ 3,939,334,99;PR;Infraestrutura Urbana;Assistência Hospitalar e Ambulatorial;PE (UF);27/08/2023
HERCÍLIO DINIZ;2023;20231731;Bancada;R$ 680,046,10;DF;Ensino Fundamental;Ensino Fundamental;BA (UF);15/10/2023
DANIEL ALMEIDA;2023;20233680;Individual;R$ 4,206,535,72;PR;Infraestrutura Urbana;Assistência Hospitalar e Ambulatorial;BA (UF);21/11/2023
ALENCAR SANTANA;2023;20231545;Bancada;R$ 106,368,85;SP;Vigilância Epidemiológica;Ensino Médio;BA (UF);21/11/2023
DEPUTADO CARLOS ZARATTINI;2023;20235841;Individual;R$ 2,473,432,03;BA;Ensino Médio;Segurança Pública;DF (UF);20/05/2023
BACELAR;2023;20239640;Individual;R$ 2,721,839,22;BA;Ensino Superior;Vigilância Epidemiológica;RJ (UF);26/08/2023
JULIO CESAR RIBEIRO;2023;20238122;Comissão;R$ 1,556,883,22;PE;Educação Infantil;Vigilância Epidemiológica;RS (UF);11/06/2023
DEPUTADO GUILHERME MUSSI;2023;20237747;Comissão;R$ 4,164,734,30;MG;Ensino Médio;Assistência Hospitalar e Ambulatorial;MG (UF);05/04/2023
BACELAR;2023;20236608;Bancada;R$ 3,747,328,09;PR;Ensino Médio;Saneamento Básico;SP (UF);01/07/2023
EDUARDO BARBOSA;2023;20233901;Comissão;R$ 4,691,278,41;MG;Ensino Fundamental;Assistência Hospitalar e Ambulatorial;MG (UF);09/03/2023
JULIO CESAR RIBEIRO FILHO;2023;20239147;Bancada;R$ 1,337,420,87;MG;Vigilância Epidemiológica;Ensino Superior;RJ (UF);08/03/2023
BACELAR;2023;20238979;Comissão;R$ 4,493,350,37;DF;Saneamento Básico;Atenção Básica à Saúde;SP (UF);06/02/2023
CARLOS ZARATTINI;2023;20235339;Comissão;R$ 1,125,804,01;PE;Ensino Superior;Ensino Superior;PE (UF);18/01/2023
EDUARDO BARBOSA;2023;20234008;Individual;R$ 2,893,308,60;RJ;Atenção Básica à Saúde;Segurança Pública;RS (UF);27/12/2023
DEPUTADO HERCÍLIO DINIZ;2023;20233553;Comissão;R$ 1,383,786,11;BA;Infraestrutura Urbana;Infraestrutura Urbana;RJ (UF);17/11/2023
EDUARDO BARBOSA;2023;20232304;Comissão;R$ 939,837,73;SC;Vigilância Epidemiológica;Ensino Médio;RJ (UF);21/01/2023
DANIEL ALMEIDA;2023;20238338;Comissão;R$ 55,147,16;BA;Educação Infantil;Segurança Pública;SP (UF);12/02/2023
GUILHERME MUSSI FILHO;2023;20232424;Comissão;R$ 1,599,366,69;SP;Ensino Médio;Infraestrutura Urbana;PE (UF);12/06/2023
JULIO CESAR RIBEIRO;2023;20231373;Individual;R$ 2,537,682,07;SC;Ensino Fundamental;Ensino Médio;PE (UF);17/11/2023
DEPUTADO DANIEL ALMEIDA;2023;20239745;Individual;R$ 4,193,381,07;BA;Vigilância Epidemiológica;Vigilância Epidemiológica;GO (UF);21/04/2023
ELICORRÊA;2023;20234327;Comissão;R$ 3,264,684,85;GO;Segurança Pública;Educação Infantil;SC (UF);04/12/2023
GUILHERME MUSSI;2023;20235201;Comissão;R$ 2,378,704,41;SP;Educação Infantil;Infraestrutura Urbana;GO (UF);15/08/2023
FELIPE BORNIER;2023;20236574;Comissão;R$ 4,220,881,18;MG;Vigilância Epidemiológica;Assistência Hospitalar e Ambulatorial;GO (UF);02/12/2023
CARLOS ZARATTINI;2023;20232377;Bancada;R$ 804,643,64;GO;Saneamento Básico;Educação Infantil;PE (UF);18/10/2023
HERCÍLIO DINIZ;2023;20233164;Bancada;R$ 1,504,916,26;PE;Ensino Superior;Ensino Superior;PE (UF);08/04/2023
ELICORRÊA;2023;20238901;Bancada;R$ 1,148,617,01;MG;Atenção Básica à Saúde;Segurança Pública;MG (UF);03/09/2023
GUILHERME MUSSI;2023;20239008;Comissão;R$ 2,413,802,46;SP;Infraestrutura Urbana;Vigilância Epidemiológica;PE (UF);23/10/2023
ELICORRÊA;2023;20238409;Bancada;R$ 512,179,80;MG;Educação Infantil;Vigilância Epidemiológica;DF (UF);16/06/2023
FELIPE BORNIER;2023;20231366;Bancada;R$ 3,440,245,70;MG;Ensino Fundamental;Segurança Pública;GO (UF);09/10/2023
EDUARDO BARBOSA;2023;20238590;Comissão;R$ 2,705,755,53;PE;Assistência Hospitalar e Ambulatorial;Ensino Superior;SP (UF);18/11/2023
ALENCAR SANTANA;2023;20236229;Comissão;R$ 4,624,663,16;BA;Infraestrutura Urbana;Ensino Médio;SP (UF);10/09/2023
HERCÍLIO DINIZ;2023;20238199;Bancada;R$ 995,479,94;RJ;Assistência Hospitalar e Ambulatorial;Assistência Hospitalar e Ambulatorial;PR (UF);27/05/2023
CARLOS ZARATTINI;2023;20233484;Individual;R$ 842,152,83;RS;Assistência Hospitalar e Ambulatorial;Vigilância Epidemiológica;SP (UF);12/05/2023
JULIO CESAR RIBEIRO;2023;20232596;Comissão;R$ 2,802,495,51;PE;Ensino Médio;Educação Infantil;RS (UF);28/11/2023
HERCÍLIO DINIZ;2023;20232140;Bancada;R$ 259,326,73;GO;Vigilância Epidemiológica;Vigilância Epidemiológica;PE (UF);06/10/2023
DEPUTADO EDUARDO BARBOSA;2023;20231935;Individual;R$ 4,122,263,75;PE;Atenção Básica à Saúde;Infraestrutura Urbana;DF (UF);11/05/2023
EDUARDO BARBOSA;2023;20232376;Comissão;R$ 3,898,922,39;SC;Assistência Hospitalar e Ambulatorial;Ensino Fundamental;PE (UF);15/10/2023
GUILHERME MUSSI;2023;20232707;Individual;R$ 855,338,66;RJ;Segurança Pública;Segurança Pública;DF (UF);04/11/2023
FELIPE BORNIER;2023;20238440;Comissão;R$ 2,526,554,89;SC;Segurança Pública;Educação Infantil;PE (UF);19/01/2023
ALENCAR SANTANA;2023;20232162;Comissão;R$ 3,909,889,48;RS;Segurança Pública;Infraestrutura Urbana;SP (UF);04/01/2023
FELIPE BORNIER FILHO;2023;20235719;Individual;R$ 2,786,202,80;MG;Ensino Superior;Ensino Superior;SP (UF);14/05/2023
ALENCAR SANTANA;2023;20232488;Comissão;R$ 4,013,356,78;PR;Vigilância Epidemiológica;Saneamento Básico;RS (UF);15/04/2023
ALENCAR SANTANA;2023;20234491;Comissão;R$ 197,653,20;BA;Ensino Fundamental;Ensino Fundamental;MG (UF);26/11/2023
DEPUTADO EDUARDO BARBOSA;2023;20231222;Comissão;R$ 456,748,98;RS;Saneamento Básico;Saneamento Básico;RS (UF);14/04/2023
CARLOS ZARATTINI;2023;20232753;Individual;R$ 2,053,018,17;BA;Saneamento Básico;Segurança Pública;SP (UF);22/09/2023
CARLOS ZARATTINI;2023;20231675;Individual;R$ 2,581,593,59;MG;Ensino Fundamental;Segurança Pública;RJ (UF);02/08/2023
ELICORRÊA;2023;20238811;Comissão;R$ 4,222,629,37;SC;Atenção Básica à Saúde;Ensino Superior;MG (UF);20/06/2023
ELICORRÊA;2023;20232229;Comissão;R$ 2,100,957,70;RS;Educação Infantil;Saneamento Básico;GO (UF);21/10/2023
CARLOS ZARATTINI;2023;20232021;Individual;R$ 1,501,944,02;MG;Ensino Fundamental;Segurança Pública;RS (UF);27/08/2023
ELICORRÊA;2023;20236530;Individual;R$ 3,717,572,02;RS;Ensino Fundamental;Infraestrutura Urbana;SP (UF);22/09/2023
BACELAR;2023;20234430;Comissão;R$ 4,746,880,20;RS;Infraestrutura Urbana;Ensino Fundamental;GO (UF);24/05/2023
BACELAR;2023;20231993;Bancada;R$ 492,869,51;DF;Vigilância Epidemiológica;Infraestrutura Urbana;PE (UF);25/07/2023
FELIPE BORNIER;2023;20232611;Bancada;R$ 1,447,880,49;PE;Segurança Pública;Ensino Fundamental;SC (UF);25/12/2023
JULIO CESAR RIBEIRO;2023;20231623;Comissão;R$ 4,861,850,98;RS;Ensino Fundamental;Ensino Médio;SC (UF);28/03/2023
ALENCAR SANTANA FILHO;2023;20237045;Individual;R$ 3,382,240,11;SP;Educação Infantil;Vigilância Epidemiológica;SC (UF);21/05/2023
CARLOS ZARATTINI;2023;20232488;Comissão;R$ 1,071,799,78;MG;Vigilância Epidemiológica;Ensino Superior;GO (UF);16/07/2023
ALENCAR SANTANA FILHO;2023;20234591;Individual;R$ 4,163,579,68;MG;Ensino Superior;Saneamento Básico;PE (UF);04/05/2023
DEPUTADO FELIPE BORNIER;2023;20232818;Individual;R$ 1,862,262,62;MG;Ensino Superior;Saneamento Básico;PE (UF);03/03/2023
JULIO CESAR RIBEIRO FILHO;2023;20231438;Bancada;R$ 3,319,401,43;BA;Ensino Médio;Segurança Pública;RJ (UF);13/05/2023
ELICORRÊA;2023;20237756;Bancada;R$ 3,833,356,06;RJ;Educação Infantil;Ensino Médio;DF (UF);17/07/2023
DEPUTADO EDUARDO BARBOSA;2023;20237874;Individual;R$ 3,484,820,44;GO;Vigilância Epidemiológica;Educação Infantil;MG (UF);22/02/2023
BACELAR;2023;20234857;Individual;R$ 1,307,588,52;SP;Ensino Superior;Vigilância Epidemiológica;RS (UF);11/01/2023
JULIO CESAR RIBEIRO;2023;20239069;Individual;R$ 4,859,593,89;DF;Infraestrutura Urbana;Vigilância Epidemiológica;BA (UF);23/03/2023
GUILHERME MUSSI;2023;20232871;Individual;R$ 711,429,02;GO;Assistência Hospitalar e Ambulatorial;Ensino Fundamental;GO (UF);05/05/2023
DEPUTADO DANIEL ALMEIDA;2023;20231141;Bancada;R$ 3,933,454,67;BA;Ensino Médio;Assistência Hospitalar e Ambulatorial;PE (UF);28/05/2023
GUILHERME MUSSI;2023;20238572;Comissão;R$ 3,817,032,55;MG;Segurança Pública;Ensino Fundamental;SC (UF);07/09/2023
GUILHERME MUSSI;2023;20234965;Comissão;R$ 1,331,797,22;RJ;Ensino Fundamental;Ensino Médio;PR (UF);19/06/2023
DEPUTADO ELICORRÊA;2023;20235030;Comissão;R$ 3,471,876,31;SP;Atenção Básica à Saúde;Assistência Hospitalar e Ambulatorial;RJ (UF);02/04/2023
JULIO CESAR RIBEIRO;2023;20236445;Comissão;R$ 850,047,70;PR;Ensino Superior;Ensino Médio;SP (UF);28/03/2023
GUILHERME MUSSI;2023;20237888;Bancada;R$ 4,145,475,99;RS;Assistência Hospitalar e Ambulatorial;Infraestrutura Urbana;RJ (UF);27/06/2023
ELICORRÊA;2023;20238033;Individual;R$ 1,016,783,45;SP;Atenção Básica à Saúde;Vigilância Epidemiológica;PR (UF);14/02/2023
HERCÍLIO DINIZ;2023;20233348;Bancada;R$ 1,768,813,99;SP;Assistência Hospitalar e Ambulatorial;Vigilância Epidemiológica;GO (UF);13/06/2023
FELIPE BORNIER;2023;20238291;Bancada;R$ 2,734,811,42;RS;Ensino Fundamental;Saneamento Básico;BA (UF);03/06/2023
HERCÍLIO DINIZ;2023;20234219;Bancada;R$ 4,958,666,47;MG;Vigilância Epidemiológica;Segurança Pública;MG (UF);27/11/2023
EDUARDO BARBOSA FILHO;2023;20232876;Individual;R$ 718,808,04;SP;Infraestrutura Urbana;Atenção Básica à Saúde;SC (UF);07/04/2023
ALENCAR SANTANA;2023;20231113;Bancada;R$ 4,550,177,34;DF;Assistência Hospitalar e Ambulatorial;Ensino Superior;PE (UF);09/09/2023
HERCÍLIO DINIZ;2023;20235024;Individual;R$ 3,749,934,78;GO;Atenção Básica à Saúde;Ensino Fundamental;RS (UF);14/05/2023
JULIO CESAR RIBEIRO;2023;20234140;Comissão;R$ 4,019,342,97;MG;Saneamento Básico;Vigilância Epidemiológica;SC (UF);07/09/2023
DANIEL ALMEIDA FILHO;2023;20234157;Bancada;R$ 827,092,29;RJ;Educação Infantil;Educação Infantil;SC (UF);07/11/2023
DEPUTADO DANIEL ALMEIDA;2023;20234630;Bancada;R$ 1,780,958,24;MG;Assistência Hospitalar e Ambulatorial;Infraestrutura Urbana;BA (UF);03/01/2023
DEPUTADO GUILHERME MUSSI;2023;20234160;Comissão;R$ 1,481,759,40;GO;Infraestrutura Urbana;Saneamento Básico;PR (UF);04/11/2023
EDUARDO BARBOSA;2023;20234937;Individual;R$ 4,176,319,35;RJ;Vigilância Epidemiológica;Vigilância Epidemiológica;RS (UF);22/05/2023
JULIO CESAR RIBEIRO;2023;20232105;Comissão;R$ 2,403,446,44;SC;Ensino Fundamental;Ensino Fundamental;GO (UF);28/10/2023
JULIO CESAR RIBEIRO;2023;20232045;Bancada;R$ 250,687,66;MG;Segurança Pública;Saneamento Básico;RJ (UF);14/12/2023
EDUARDO BARBOSA;2023;20236025;Comissão;R$ 3,311,994,72;RJ;Ensino Médio;Ensino Médio;MG (UF);06/01/2023
FELIPE BORNIER;2023;20236299;Bancada;R$ 4,163,355,67;SP;Ensino Médio;Ensino Fundamental;SP (UF);05/02/2023
GUILHERME MUSSI;2023;20232630;Comissão;R$ 1,344,472,02;PE;Ensino Médio;Segurança Pública;MG (UF);09/04/2023
ELICORRÊA;2023;20237159;Bancada;R$ 4,073,447,71;PE;Segurança Pública;Ensino Médio;DF (UF);14/10/2023
DEPUTADO EDUARDO BARBOSA;2023;20231248;Comissão;R$ 792,351,84;SC;Ensino Fundamental;Atenção Básica à Saúde;BA (UF);17/01/2023
GUILHERME MUSSI;2023;20239203;Comissão;R$ 2,348,858,70;PE;Ensino Médio;Saneamento Básico;MG (UF);15/04/2023
JULIO CESAR RIBEIRO;2023;20233475;Individual;R$ 701,317,19;GO;Assistência Hospitalar e Ambulatorial;Assistência Hospitalar e Ambulatorial;BA (UF);21/07/2023
EDUARDO BARBOSA;2023;20239839;Individual;R$ 1,045,710,01;SP;Infraestrutura Urbana;Educação Infantil;BA (UF);13/09/2023
ALENCAR SANTANA;2023;20233491;Comissão;R$ 3,195,069,08;SC;Saneamento Básico;Ensino Superior;GO (UF);19/04/2023
DEPUTADO BACELAR;2023;20231256;Individual;R$ 3,959,948,65;PR;Ensino Fundamental;Assistência Hospitalar e Ambulatorial;MG (UF);17/02/2023
FELIPE BORNIER;2023;20237688;Bancada;R$ 2,317,957,93;BA;Ensino Superior;Assistência Hospitalar e Ambulatorial;GO (UF);11/09/2023
BACELAR;2023;20231150;Comissão;R$ 4,743,423,34;MG;Saneamento Básico;Assistência Hospitalar e Ambulatorial;PR (UF);25/02/2023
GUILHERME MUSSI;2023;20236686;Bancada;R$ 3,162,116,96;RJ;Ensino Médio;Saneamento Básico;PR (UF);11/03/2023
DEPUTADO BACELAR;2023;20236180;Bancada;R$ 1,440,903,32;DF;Educação Infantil;Educação Infantil;PE (UF);24/06/2023
DEPUTADO BACELAR;2023;20237368;Bancada;R$ 2,761,775,11;SP;Atenção Básica à Saúde;Atenção Básica à Saúde;GO (UF);28/11/2023
DANIEL ALMEIDA;2023;20234055;Individual;R$ 729,045,33;BA;Ensino Médio;Segurança Pública;PE (UF);01/06/2023
CARLOS ZARATTINI FILHO;2023;20236413;Comissão;R$ 4,530,400,50;GO;Saneamento Básico;Educação Infantil;RS (UF);06/04/2023
EDUARDO BARBOSA;2023;20238516;Individual;R$ 4,790,334,94;MG;Atenção Básica à Saúde;Saneamento Básico;MG (UF);05/09/2023
ELICORRÊA FILHO;2023;20239405;Bancada;R$ 2,827,437,06;SC;Atenção Básica à Saúde;Segurança Pública;BA (UF);17/01/2023
DANIEL ALMEIDA FILHO;2023;20231756;Individual;R$ 2,780,133,46;DF;Assistência Hospitalar e Ambulatorial;Ensino Superior;PR (UF);06/04/2023
DEPUTADO ALENCAR SANTANA;2023;20231994;Individual;R$ 2,874,177,36;PE;Saneamento Básico;Vigilância Epidemiológica;SC (UF);23/01/2023
BACELAR;2023;20232183;Bancada;R$ 4,637,507,70;PE;Assistência Hospitalar e Ambulatorial;Vigilância Epidemiológica;SC (UF);25/09/2023
